variable,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1
comparisons,5e-06,0.00033,0.0,0.0,1.4e-05,0.0,0.0,0.000994,0.0,0.0,2.2e-05,0.00011,0.000226,0.0,3.8e-05,0.0,0.0,0.0,3.2e-05,0.000321,0.0
compatible,0.0,5e-06,1.5e-05,5.8e-05,0.0,0.0,5e-06,9e-06,0.0,0.0,0.0,6e-06,8e-06,0.0,0.0,0.0,0.0,2e-06,0.0,4e-06,5e-06
complex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06,0.0,0.0,4.7e-05,7e-06,0.0,0.0,0.0,7e-06,0.0,0.0,4.3e-05,0.0,1.1e-05
component,0.000433,9e-06,9.7e-05,0.000676,0.000256,0.000665,0.000675,9.9e-05,0.00013,0.000998,3.1e-05,3.3e-05,0.0,0.000133,5e-06,7.1e-05,0.0,0.000176,2.8e-05,0.000283,0.00013
components,0.000353,0.000413,0.000648,0.000796,0.000682,0.00075,0.000867,0.000644,0.000789,0.000613,0.000667,0.001127,0.001643,0.001105,0.000508,0.000737,0.000567,0.00068,0.001116,0.00168,0.002943
comps,0.000578,3.9e-05,3.5e-05,0.000125,0.000365,0.000106,0.000166,7e-06,0.000414,1.6e-05,8.7e-05,8.5e-05,0.001388,2e-06,0.0,0.000145,6.4e-05,0.000105,0.000207,5.3e-05,7.1e-05
compter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
compteur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
compute,0.000137,2e-06,0.000107,6.7e-05,9e-05,0.000125,8.8e-05,0.0,0.0,0.0,0.0,3.5e-05,4.1e-05,2e-06,0.0,0.0,0.0,0.0,5e-06,0.0,0.0
compute_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
concentrations,2.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00189,0.0
cond,0.001421,0.000786,0.000902,0.001252,0.003226,0.002413,0.003088,0.001856,0.002007,0.001936,0.00176,0.001164,0.00353,0.001448,0.001849,0.003668,0.003567,0.002759,0.001142,0.001894,0.002535
condh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition,0.000468,0.001439,0.00195,0.002608,0.001298,0.000626,0.000915,0.000183,0.002568,0.002366,0.000522,0.000739,0.000954,0.000626,0.000999,0.000367,0.000383,0.00092,0.000843,0.003933,0.000983
condition1,3.4e-05,0.0,0.0,0.0,0.000663,0.000313,6.5e-05,0.0,0.0,0.000119,6e-06,0.000241,1.7e-05,0.000384,5.6e-05,1.5e-05,8.8e-05,0.0,0.0,7e-05,0.000202
condition2,3.4e-05,0.0,0.0,0.0,0.00101,0.000313,6.5e-05,0.0,0.0,0.000119,6e-06,0.000241,2.8e-05,0.000361,5.6e-05,1.5e-05,0.00013,0.0,0.0,7e-05,0.000202
condition3,0.0,0.0,0.0,0.0,0.0,0.000233,1.2e-05,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.000157
condition4,0.0,0.0,0.0,0.0,0.0,0.000159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000157
condl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conflict,0.0,0.0,4.5e-05,0.000143,0.0,0.0,2.8e-05,7.9e-05,0.000187,0.0,0.0,3.7e-05,0.0,0.0,0.0,0.0001,1.3e-05,0.0,0.0,0.0,0.000216
conn,0.000489,0.000219,0.000299,0.000478,0.001024,8.8e-05,0.001086,0.002123,0.000347,0.000989,0.00014,0.000749,9.8e-05,0.000221,0.000553,0.000272,0.000124,0.001036,0.000516,0.000906,0.000456
connect,5e-06,5e-06,4.2e-05,4.3e-05,0.0,0.0,1.5e-05,0.0,0.0,3.4e-05,0.000126,6e-06,0.0,3e-05,0.000271,0.0,0.0,2.8e-05,0.0,0.0,2.7e-05
connectionsList,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructMatrix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructRow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
containers,0.0,0.0,0.0,3e-06,2.7e-05,1e-06,0.0,0.0,0.0,0.0,8e-06,5e-06,0.0,1.9e-05,3.6e-05,1.1e-05,5.8e-05,2e-06,0.0,0.0,0.0
context,0.00523,0.005881,0.00387,0.006353,0.003075,0.00453,0.006431,0.004908,0.002775,0.0066,0.006023,0.004774,0.006929,0.006474,0.005523,0.007272,0.008477,0.00871,0.006198,0.006803,0.004567
conversion_gain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conversion_ordered_by_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conversion_sorted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conversions,0.0,0.0,0.000128,0.0,0.0,0.0,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0
convert,0.000342,0.000106,0.000399,0.000463,8.3e-05,0.000573,0.000934,0.000253,0.00058,9.6e-05,0.000704,0.00037,0.000335,0.000105,5.3e-05,6e-06,2.4e-05,6e-06,0.000132,6.4e-05,0.000305
convert_base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
convert_to_binary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
converted,0.000596,0.000229,0.000122,0.000298,0.00016,3.2e-05,0.000121,9.4e-05,7e-05,2.1e-05,2e-06,0.000112,0.000291,0.000137,1.1e-05,9.5e-05,0.000125,4.6e-05,7.2e-05,3e-05,0.000129
coor,0.000127,0.000911,0.000126,0.000154,0.00026,0.000569,1.4e-05,8.2e-05,0.000865,4.6e-05,3.3e-05,0.00018,0.000187,2.5e-05,0.001158,9e-05,0.0004,5.8e-05,0.00013,8.6e-05,0.0
coordinates,0.000496,0.000316,0.001407,0.000425,0.000209,0.000246,0.000534,0.001355,0.000802,0.000794,0.000159,0.000788,0.000824,0.000345,0.000488,0.000721,0.00068,0.001409,0.002257,0.000664,0.001263
corners,0.001373,0.001899,0.000766,0.001144,0.001056,0.000223,0.001236,0.000984,0.001859,0.000478,0.000422,0.001194,0.000962,0.000851,0.001802,0.000737,0.000798,0.000405,0.000919,0.000931,0.001045
cos,0.001591,0.000549,0.00047,0.001839,0.00123,0.001447,0.001879,0.001594,0.001968,0.002562,0.002757,0.002091,0.001267,0.001077,0.00347,0.002773,0.002995,0.003532,0.004771,0.002023,0.003947
cosC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cost,0.004991,0.004395,0.010526,0.003001,0.00577,0.003046,0.005885,0.004233,0.003497,0.006586,0.003199,0.003301,0.004559,0.003245,0.002545,0.002734,0.004148,0.001869,0.002713,0.003442,0.002048
costTmpIndiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cost_of_move,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
costs,0.000456,0.000635,0.002009,0.00023,0.000405,0.000274,0.002386,0.001637,0.001131,0.000515,0.002566,0.000897,0.00084,0.000417,0.000232,9.3e-05,0.000756,0.00068,0.000563,0.000213,0.000619
cou,0.000241,0.0,0.0,0.0,4e-06,0.0,2.7e-05,0.0,0.0,0.000223,0.0,0.0,0.000192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06
count,0.02216,0.017722,0.026891,0.026737,0.022448,0.022369,0.02057,0.01488,0.013088,0.022746,0.017239,0.020754,0.016398,0.021722,0.018928,0.018375,0.019944,0.018511,0.022359,0.020246,0.01528
count4,0.0,0.0,0.0,9.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
count7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
countB,0.0,0.0,0.000305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
countResidents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
count_a,2.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-05,0.0,0.0,0.0
count_b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-05,0.0,0.0,0.0
count_char,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-06,0.0
count_inversions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
count_vowels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
counter,0.008136,0.006392,0.009701,0.008515,0.011465,0.009436,0.008586,0.005338,0.005365,0.006003,0.005229,0.006229,0.004668,0.006959,0.00598,0.005579,0.005275,0.006299,0.004001,0.006209,0.00523
countlargest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
counts,0.002495,0.003132,0.002616,0.002175,0.003694,0.004331,0.004764,0.00419,0.004187,0.004121,0.00553,0.005579,0.004856,0.005014,0.004754,0.006718,0.004973,0.004759,0.004232,0.004941,0.005488
countsmallest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
course,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,6e-05,0.0,0.0,0.0
cows,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7e-05,0.0,1.3e-05,0.0
cpd,0.0,0.000198,0.0,0.0,0.0,0.0,0.000367,9.4e-05,0.0,0.0,0.0,0.0,4.2e-05,0.000303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cr,0.000282,7.3e-05,0.000114,4.4e-05,0.000193,0.000396,0.000574,0.000411,0.000339,0.002204,0.000274,0.001063,0.000629,0.001986,0.000432,0.000208,0.000521,0.000491,0.000762,0.000248,0.000998
cross,0.000289,8e-06,1.8e-05,8.6e-05,0.00014,0.000153,0.000105,0.000425,0.001129,0.000485,0.000263,0.001101,0.00074,0.000363,0.000256,0.001258,0.000164,0.000321,0.000225,0.000502,0.000602
crs,0.0,1.3e-05,6.8e-05,0.0,0.0,0.0,0.0,0.0,0.000343,0.0,0.0,4.5e-05,0.0,7.2e-05,5.5e-05,2.7e-05,0.0,0.0,0.0,2.2e-05,0.000568
crtsize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cry,0.0,0.0,0.0,0.0,0.001042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crypted_word,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs,0.002046,0.001461,0.00213,0.001478,0.002846,0.001207,0.002205,0.002478,0.002269,0.002281,0.002414,0.003248,0.002641,0.002223,0.001829,0.002841,0.001963,0.003874,0.002623,0.003493,0.002642
cs1,7e-05,0.000228,3.2e-05,0.0,0.001042,0.0,0.0,0.0,0.0,0.0,4.3e-05,0.0,0.00024,7.3e-05,0.0,0.0,0.0,0.0,0.0,3.7e-05,0.0
cs2,0.0,0.0,0.0,0.0,0.001042,0.0,0.0,0.0,0.0,7e-06,1.8e-05,0.0,0.00024,0.0,1.1e-05,4.8e-05,0.0,2.7e-05,0.0,6e-05,3.1e-05
csum,0.0,0.0,0.0,0.000752,0.0,3.5e-05,3.6e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000139,0.00059,0.0,3.8e-05,6.1e-05,2.9e-05,0.0
ct,0.003674,0.001709,0.001299,0.000711,0.001415,0.001988,0.001274,0.00259,0.001193,0.000745,0.002602,0.000528,0.000966,0.000485,0.001855,0.000399,0.000982,0.002121,0.000861,0.000539,0.000429
ctr,0.000844,0.000327,0.000151,0.000459,0.000985,0.000471,0.000249,0.000345,0.000576,0.00033,0.000529,9.9e-05,0.000485,0.000492,0.000559,0.000696,0.000251,0.00019,0.000312,0.000549,0.000683
ctrans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ctz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cubes,3.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1e-05,0.0,6e-06,0.0,0.0,0.0,0.000127,2e-06,0.0,4.2e-05,0.0,0.0,0.0
cumsum,0.000479,0.001057,0.000389,3.7e-05,0.000341,0.000171,0.000667,0.000242,7.5e-05,0.000747,0.000789,0.000139,7.3e-05,0.000372,0.000289,0.000461,0.000595,0.00032,0.000197,0.000969,0.000778
cups,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cur,0.002085,0.00087,0.00127,0.002854,0.001016,0.001275,0.001311,0.003072,0.002814,0.004831,0.002006,0.001817,0.003536,0.002821,0.001961,0.002382,0.004193,0.002296,0.002237,0.002079,0.003108
curNode,0.0,0.0,1.2e-05,1.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curX,0.0,0.0,0.000153,0.000103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cur_char,0.0,0.0,0.0,0.000125,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,3e-06,0.0,0.0,0.0,0.0,5.3e-05,0.0,0.0,0.0,5e-06
cur_len,0.000704,0.000654,0.000993,0.00087,0.000449,0.001116,0.001442,0.000777,0.000751,0.001331,0.001756,0.002339,0.001089,0.002024,0.002428,0.001293,0.001327,0.002061,0.000856,0.003997,0.001069
cur_level,0.0,5e-05,0.0,0.0,0.0,3.4e-05,0.0,0.0,4e-06,5e-06,8e-06,1.4e-05,0.000123,0.0,9e-06,0.0,0.0,0.0,0.0,3.3e-05,0.0
cur_mod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-05,1.5e-05,0.0,0.0,0.0,0.0,7e-06,1e-06,2e-06,0.0
cur_number,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cur_r,0.00014,8.1e-05,7e-06,0.0001,3.1e-05,7.4e-05,0.00012,0.000191,0.000106,3e-06,0.000253,1e-05,0.000384,5.9e-05,0.0,6.8e-05,4.5e-05,0.0,0.000122,3e-06,0.0
cur_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cur_set,1.9e-05,0.0,0.0,0.000138,0.0,0.0,8e-06,0.0,0.0,0.000106,4e-06,1.3e-05,7.1e-05,0.0,0.0,0.000408,0.0,0.0,0.0,0.0,4.3e-05
cur_value,5e-06,0.0,3.2e-05,4.8e-05,0.00013,0.0,4e-06,0.0,0.000343,7e-06,0.0,0.0,7.1e-05,0.000509,0.0,7.9e-05,0.0,0.0,0.0,0.000236,2.3e-05
curchar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curleave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curlevel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curloc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curr,0.000178,0.001188,0.001372,0.002607,0.00046,0.000267,0.000217,0.000903,0.000602,0.001069,0.000417,0.000292,0.000321,0.000545,0.000555,0.00047,0.000884,0.000492,0.001545,0.000603,0.001043
currSet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curr_distance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,0.0,0.0,0.000135,0.0,2e-05
curr_k,0.0,0.0,0.000267,0.0,7.7e-05,0.0,4.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05,0.0,0.000111,0.0
curr_reqs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curr_speed,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-05,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,1e-05,4.5e-05,0.0,0.0,0.0,0.0,0.0
curr_v,0.0,0.0,0.0,0.000167,0.0,0.0,0.0,0.0,0.0,0.0,7e-06,0.0,3e-06,0.0,0.0,0.0,3e-06,0.0,0.0,0.0,0.0
curr_x,0.0,0.0,8.1e-05,0.0,0.000173,0.0,0.00016,0.0,9e-06,0.000192,6.7e-05,3.7e-05,0.0,9.8e-05,1e-05,0.0,0.0001,0.0,0.0,0.0,4.1e-05
current,0.002347,0.002127,0.003614,0.001752,0.002595,0.000999,0.003587,0.003018,0.005459,0.001822,0.004493,0.003556,0.001889,0.00196,0.001703,0.003687,0.001534,0.00202,0.00232,0.001446,0.001488
currentCell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
currentIp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_count,7e-06,0.0,0.0,0.0,0.000149,0.0,0.0,0.0,0.0,0.0,0.000184,0.0,8e-06,0.0,2.5e-05,0.0,0.000287,5.3e-05,5e-06,7.8e-05,5.2e-05
current_events,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9e-05,0.0,5.2e-05,0.0,0.0
current_height,2.5e-05,0.0,2e-06,0.0,0.0,0.0,0.0,4.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2e-05,0.0,0.000144,0.0,0.000963,2e-06
current_king,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_length,0.000193,0.000153,0.000127,0.000424,6.4e-05,0.000235,9.5e-05,0.000366,5.5e-05,0.000426,7e-06,5.9e-05,0.000189,0.000213,0.000286,0.000365,0.000193,0.000269,0.000215,0.000279,0.000102
current_max,0.0,7.9e-05,0.000402,5.1e-05,0.0,0.0,7.1e-05,0.0,0.0,4.7e-05,0.0,0.0,3.8e-05,0.000179,1.8e-05,0.0,5e-06,2.7e-05,0.0,0.0,3.5e-05
current_pos,0.000227,0.0,0.000211,4.9e-05,0.0,0.0,1.4e-05,0.0,5.1e-05,5.7e-05,0.00011,3.9e-05,1e-06,4.8e-05,1e-05,0.000107,0.000154,0.000116,0.000411,2.8e-05,9.3e-05
current_result,0.000149,0.0,1e-06,0.0,0.0,0.0,8e-06,0.000369,0.0,0.0,0.0,4.4e-05,6.9e-05,0.0,0.0,0.0001,3.1e-05,0.0,0.0,0.00027,1.8e-05
current_sum,0.0,0.0,0.0,0.0,0.0,1e-06,7.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000141,0.0,1.1e-05,0.0,0.0,5.1e-05
current_time,0.001375,0.001485,0.000385,0.001251,0.000842,0.002296,0.001156,0.00204,0.001798,0.000913,0.000539,0.001829,0.001931,0.001002,0.001859,0.00157,0.001901,0.003343,0.003323,0.005974,0.002773
current_v,0.0,0.0,0.0,0.0,1.3e-05,0.0,5.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_val,0.0,0.0,0.0,0.0,0.0,0.0,3.3e-05,0.0,0.000233,0.0,0.000326,0.0,0.000583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06
current_zero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
currun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curtime,5e-06,0.0,0.0,0.00016,4.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00015,0.0,0.0,0.0,0.0,0.0,0.0,0.000111,0.0,0.0
curv,3.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5e-05,0.0,2.8e-05,0.0,0.0,0.0,0.0,6.8e-05,0.0,5.9e-05,1e-06,0.0,7e-05
curwrong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cut,0.000141,0.0,0.000684,0.000429,0.000314,0.000405,0.000244,0.00117,0.000176,0.00042,0.000904,0.00097,0.000632,0.000459,0.000451,0.000397,0.001259,0.000337,0.000223,0.000385,0.000233
cuts,1e-06,0.0,0.00019,0.0,6e-06,0.0,0.000164,0.000152,5.4e-05,3.2e-05,6.3e-05,7.5e-05,0.0,2.9e-05,7.8e-05,0.00054,0.0,0.0,0.0,0.0,0.00022
cx,0.00492,0.002684,0.00225,0.002048,0.005578,0.003747,0.002068,0.00448,0.003641,0.002839,0.003383,0.002992,0.002893,0.002644,0.003263,0.003867,0.002067,0.003094,0.003357,0.00211,0.001437
cy,0.003429,0.004604,0.001843,0.002041,0.005909,0.003793,0.002206,0.004889,0.003298,0.002821,0.003404,0.002914,0.002906,0.002958,0.003858,0.004056,0.002243,0.003313,0.003619,0.002317,0.001488
cyc,8.3e-05,0.000108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3e-05,0.0,0.0,2e-06,2e-06,0.0,0.0,0.0,0.0,0.0,3.7e-05
cycle,0.000564,0.000192,0.000355,0.000125,0.000343,0.000828,0.001172,0.000545,5.3e-05,0.001059,0.000113,0.000412,0.000838,0.00025,0.000186,0.000538,0.000529,0.000289,0.000143,0.00017,0.00032
cycle_length,0.00146,0.000168,0.000179,0.000292,0.000124,8.9e-05,0.0,0.0,1.2e-05,2e-06,0.0,0.000688,0.0,0.000148,0.00022,3.3e-05,0.0,2.7e-05,0.00021,0.000109,0.0
cycles,2.3e-05,0.001025,1.2e-05,1.7e-05,0.00053,0.000342,0.000145,0.00027,0.000104,0.000169,0.000115,0.000251,0.00013,0.000258,0.000148,0.000176,0.000242,0.000398,5.5e-05,0.000262,0.000103
d,0.028001,0.029415,0.026487,0.029282,0.030256,0.028397,0.022782,0.033649,0.030456,0.030045,0.026086,0.030315,0.02625,0.02348,0.025495,0.023799,0.019315,0.022557,0.022482,0.023821,0.02649
d0,0.000758,0.001554,0.000585,0.001179,0.000597,0.000508,0.001429,0.000723,0.001597,0.000437,0.001999,0.001225,0.000867,0.001755,0.000575,0.000653,0.001267,0.000813,0.000441,0.000328,0.000335
d1,0.003361,0.002725,0.003959,0.00273,0.003513,0.00266,0.004533,0.003271,0.001918,0.003693,0.003826,0.002522,0.003921,0.004228,0.0018,0.002315,0.003699,0.001542,0.002762,0.001348,0.00136
d2,0.003017,0.002608,0.003535,0.002692,0.003555,0.002162,0.002847,0.002892,0.002005,0.003676,0.003327,0.002013,0.003777,0.003263,0.002097,0.002191,0.002575,0.001445,0.003541,0.001192,0.001068
