variable,ac_frequency,ans_frequency,ref_frequency,increase_ratio
max_perimeter,0,0,1,inf
max_pieces,0,1,1,inf
max_pillows,0,0,1,inf
max_pizza,0,0,1,inf
max_plates,0,0,1,inf
max_plays,0,0,1,inf
max_points,0,3,2,inf
max_pos,0,3,4,inf
max_possible,0,7,3,inf
max_possible_c,0,1,1,inf
max_power,0,2,2,inf
max_power_of_two,0,0,1,inf
max_prev,0,2,1,inf
max_price,0,0,1,inf
max_prod,0,0,2,inf
max_product,0,0,1,inf
max_product_in_range,0,0,1,inf
max_profit,0,2,2,inf
max_prog_l,0,0,1,inf
max_q,0,3,2,inf
max_queue,0,1,1,inf
max_r,0,3,1,inf
max_ratio,0,1,1,inf
max_reach,0,0,1,inf
max_result,0,0,1,inf
max_right,0,1,1,inf
max_rise,0,0,1,inf
max_roll,0,1,1,inf
max_row,0,3,4,inf
max_row_min,0,0,1,inf
max_runs,0,0,1,inf
max_s,0,2,2,inf
max_same,0,0,1,inf
max_score,0,1,3,inf
max_sell,0,0,1,inf
max_shifts,0,0,1,inf
max_shots,0,0,1,inf
max_size,0,4,3,inf
max_socks,0,1,2,inf
max_speed_time,0,0,1,inf
max_start,0,0,1,inf
max_strength,0,0,1,inf
max_subfolders,0,1,1,inf
max_subject,0,0,1,inf
max_subsequence,0,0,1,inf
max_subtree,0,0,1,inf
max_suffix,0,1,2,inf
max_sum,0,10,6,inf
max_swaps,0,0,1,inf
max_taxi,0,0,1,inf
max_tea,0,1,1,inf
max_ti,0,0,1,inf
max_time,0,2,1,inf
max_total,0,6,6,inf
max_vks,0,0,1,inf
max_volume,0,1,1,inf
max_w,0,1,1,inf
max_water,0,0,1,inf
max_winners,0,0,1,inf
max_x,0,12,5,inf
max_xor,0,3,1,inf
max_y,0,8,2,inf
mean,0,2,1,inf
median_index,0,0,1,inf
members,0,1,1,inf
memo,0,4,2,inf
mentioned,0,1,1,inf
merged,0,3,3,inf
merged_str,0,0,1,inf
message_length,0,0,1,inf
message_log,0,0,1,inf
messages,0,4,4,inf
mex,0,1,1,inf
midpoints,0,0,1,inf
mids,0,0,1,inf
min_a,0,3,2,inf
min_angle,0,0,1,inf
min_area,0,2,1,inf
min_avg,0,1,1,inf
min_b,0,0,1,inf
min_bits,0,0,1,inf
min_black,0,0,1,inf
min_candidates,0,0,1,inf
min_chess_r,0,0,1,inf
min_col,0,3,5,inf
min_count,0,2,1,inf
min_d,0,4,3,inf
min_deletions,0,0,1,inf
min_deque,0,2,1,inf
min_deviation,0,0,1,inf
min_diameter,0,0,1,inf
min_diff,0,8,3,inf
min_dist,0,8,5,inf
min_dist_sq,0,0,1,inf
min_distance,0,5,3,inf
min_distinct,0,0,1,inf
min_earnings,0,0,1,inf
min_exp,0,1,1,inf
min_flicks,0,0,1,inf
min_flips,0,1,1,inf
min_h,0,0,1,inf
min_i,0,0,1,inf
min_id,0,0,1,inf
min_idx,0,0,1,inf
min_index,0,2,1,inf
min_indices,0,0,1,inf
min_j,0,0,2,inf
min_k,0,1,1,inf
min_left,0,0,1,inf
min_length,0,2,2,inf
min_light,0,0,1,inf
min_list,0,1,1,inf
min_m,0,2,1,inf
min_mid,0,0,1,inf
min_num,0,1,3,inf
min_off,0,1,1,inf
min_operations,0,0,1,inf
min_ops,0,1,1,inf
min_pos,0,1,1,inf
min_possible,0,0,2,inf
min_prefix,0,1,1,inf
min_price,0,2,1,inf
min_prog_r,0,0,1,inf
min_q,0,3,1,inf
min_rank,0,0,1,inf
min_ratio,0,0,1,inf
min_remainder,0,1,1,inf
min_right,0,1,2,inf
min_rotations,0,0,1,inf
min_row,0,3,5,inf
min_solution,0,0,1,inf
min_sum,0,4,3,inf
min_swaps,0,1,1,inf
min_t,0,1,1,inf
min_tea,0,2,1,inf
min_ti,0,0,1,inf
min_time,0,10,5,inf
min_total,0,6,3,inf
min_trees,0,1,1,inf
min_v_value,0,0,1,inf
min_white,0,0,1,inf
min_x,0,8,2,inf
min_y,0,5,1,inf
min_year,0,1,1,inf
minor_found,0,0,1,inf
mirrored,0,0,1,inf
mismatch_01,0,0,1,inf
mismatch_10,0,0,1,inf
mismatches,0,0,1,inf
missing,0,5,1,inf
mj,0,0,1,inf
mod_groups,0,0,1,inf
model,0,1,1,inf
model_x,0,0,1,inf
model_y,0,0,1,inf
month_days,0,0,1,inf
moriarty,0,0,1,inf
move_directions,0,0,1,inf
mst_edges,0,1,1,inf
mst_i,0,0,1,inf
mst_w,0,0,1,inf
multiplicative_order,0,1,2,inf
multiply,0,4,1,inf
n_len,0,2,1,inf
name_end,0,0,1,inf
name_len,0,1,1,inf
nc,0,3,2,inf
needed,0,9,4,inf
negated,0,0,1,inf
negative_days,0,0,1,inf
neighbor,0,15,15,inf
neighbor_color,0,0,1,inf
neighbors,0,3,4,inf
networks,0,1,1,inf
new_a,0,3,4,inf
new_b,0,1,2,inf
new_beauty,0,0,1,inf
new_blocks,0,0,1,inf
new_blocks2,0,0,1,inf
new_char,0,1,2,inf
new_count,0,0,1,inf
new_cycles,0,0,1,inf
new_diff,0,1,1,inf
new_digit,0,0,1,inf
new_digits,0,0,1,inf
new_dimensions,0,0,1,inf
new_dir,0,0,1,inf
new_dist,0,0,1,inf
new_dp,0,2,4,inf
new_dx,0,1,1,inf
new_dy,0,1,1,inf
new_gcd,0,0,1,inf
new_gcd2,0,0,1,inf
new_height,0,0,2,inf
new_i,0,2,1,inf
new_last,0,0,1,inf
new_length,0,1,1,inf
new_level,0,1,1,inf
new_lower,0,0,1,inf
new_mask,0,1,1,inf
new_max,0,1,1,inf
new_memory,0,0,1,inf
new_num,0,2,1,inf
new_pair,0,0,1,inf
new_plays,0,0,1,inf
new_points,0,1,1,inf
new_pos,0,1,2,inf
new_postfix,0,0,1,inf
new_prefix,0,0,1,inf
new_queue,0,1,1,inf
new_r,0,2,1,inf
new_r2,0,0,1,inf
new_ranks,0,0,1,inf
new_record,0,0,1,inf
new_remainder,0,0,2,inf
new_row,0,7,1,inf
new_s,0,4,1,inf
new_seen,0,0,1,inf
new_state,0,1,1,inf
new_statues,0,0,1,inf
new_steps,0,0,1,inf
new_sum,0,2,2,inf
new_t,0,4,1,inf
new_time,0,1,2,inf
new_turns,0,0,1,inf
new_upper,0,0,1,inf
new_vec,0,0,1,inf
new_vectors,0,0,1,inf
new_w,0,1,1,inf
new_w2,0,0,1,inf
new_wall,0,2,2,inf
new_word,0,0,1,inf
new_x,0,7,2,inf
new_x2,0,0,2,inf
new_y,0,5,1,inf
new_y2,0,0,1,inf
next_,0,1,1,inf
next_assignment,0,0,1,inf
next_b,0,0,1,inf
next_child,0,0,1,inf
next_city,0,0,1,inf
next_clockwise,0,0,1,inf
next_color,0,0,1,inf
next_computer,0,0,1,inf
next_counter_clockwise,0,0,1,inf
next_dasha,0,0,1,inf
next_fib,0,1,2,inf
next_h,0,1,1,inf
next_house,0,0,1,inf
next_idx,0,1,2,inf
next_k,0,0,1,inf
next_leader,0,0,1,inf
next_left,0,0,1,inf
next_line,0,0,1,inf
next_masha,0,0,1,inf
next_next,0,0,1,inf
next_next_next,0,0,1,inf
next_node,0,6,1,inf
next_occurrence,0,1,1,inf
next_pos,0,8,2,inf
next_positions,0,0,1,inf
next_prime,0,2,1,inf
next_start,0,3,2,inf
next_states,0,1,1,inf
next_statue,0,0,1,inf
next_student,0,0,1,inf
next_t,0,1,2,inf
next_term,0,1,1,inf
next_use,0,0,1,inf
next_v,0,0,1,inf
next_val,0,3,2,inf
next_values,0,0,1,inf
next_x,0,1,2,inf
nj,0,3,2,inf
no_stick_state,0,0,1,inf
non_decreasing,0,0,1,inf
non_empty,0,0,1,inf
non_friends,0,0,1,inf
non_increasing,0,0,1,inf
non_mst_edges,0,1,1,inf
non_winners,0,0,1,inf
non_zero,0,2,1,inf
non_zero_indices,0,0,1,inf
normalized,0,0,1,inf
note,0,2,1,inf
note_to_value,0,0,1,inf
notes,0,0,2,inf
noun_index,0,0,1,inf
noun_indices,0,0,1,inf
noun_pos,0,2,1,inf
nr,0,2,2,inf
nt,0,1,1,inf
num_cols,0,0,1,inf
num_rows,0,0,1,inf
num_waste_before,0,1,1,inf
numerator,0,19,10,inf
nz,0,0,1,inf
o_win,0,1,1,inf
odd_chains,0,0,1,inf
odd_count,0,1,1,inf
odd_cycles,0,0,1,inf
odd_list,0,0,1,inf
odd_num,0,0,1,inf
odd_sum,0,0,1,inf
odds,0,3,1,inf
odds_sorted,0,0,1,inf
oleg_end,0,0,1,inf
oleg_ptr,0,0,1,inf
oleg_turn,0,1,1,inf
one_count,0,0,1,inf
online,0,2,2,inf
open_brackets,0,1,1,inf
operation,0,0,1,inf
operations,0,5,2,inf
opposite,0,0,1,inf
ops,0,3,2,inf
opt1,0,0,1,inf
opt2,0,0,1,inf
optimal_changes,0,0,1,inf
optimal_i,0,0,1,inf
optimal_y,0,0,1,inf
option1,0,13,3,inf
option1_counts,0,0,1,inf
option2,0,12,3,inf
options,0,1,2,inf
orderings,0,0,1,inf
orientation,0,0,1,inf
original_a,0,0,1,inf
original_b,0,0,1,inf
original_c,0,0,1,inf
original_hh,0,0,1,inf
original_mm,0,0,1,inf
original_order,0,0,1,inf
original_r,0,0,1,inf
other1,0,0,1,inf
other2,0,0,1,inf
other_departments,0,0,1,inf
others,0,2,2,inf
over,0,0,1,inf
overall_ed,0,0,1,inf
overall_st,0,0,1,inf
overflow,0,1,1,inf
overlap,0,0,2,inf
overlap_end,0,2,1,inf
overlap_start,0,2,1,inf
p_to_c,0,0,1,inf
p_type,0,0,1,inf
padded,0,0,1,inf
padded_line,0,0,1,inf
pages,0,1,2,inf
pairs_mod0,0,0,1,inf
pairs_mod1_2,0,0,1,inf
parent_color,0,0,1,inf
parity,0,3,1,inf
parity_a,0,0,1,inf
parity_b,0,0,1,inf
parse_bill,0,0,1,inf
parse_call_line,0,0,1,inf
parse_procedure_line,0,0,1,inf
parsing_name,0,0,1,inf
part_num,0,0,1,inf
participants,0,7,3,inf
password,0,2,2,inf
passwords,0,1,1,inf
pattern,0,8,7,inf
pattern1_b,0,0,1,inf
pattern1_r,0,0,1,inf
pattern2_b,0,0,1,inf
pattern2_r,0,0,1,inf
pattern_str,0,1,1,inf
pc,0,1,1,inf
pending_d,0,0,1,inf
people,0,2,2,inf
per_period_nike,0,0,1,inf
per_period_polycarpus,0,0,1,inf
perimeter_distance,0,0,1,inf
periods,0,1,1,inf
perm,0,14,6,inf
perm_list,0,0,1,inf
perms,0,4,1,inf
perpen_point,0,0,1,inf
person,0,1,3,inf
petals,0,0,1,inf
petya,0,2,2,inf
petya_min,0,0,1,inf
phi,0,1,1,inf
physics,0,1,1,inf
piece,0,1,1,inf
pieces,0,1,1,inf
pig,0,0,1,inf
pigs,0,1,1,inf
pigs_list,0,0,1,inf
pizza,0,1,1,inf
pizza_names,0,0,1,inf
placed,0,1,1,inf
planets,0,2,1,inf
platform_end,0,0,1,inf
platform_start,0,0,1,inf
player_gesture,0,0,1,inf
plus_pos,0,0,1,inf
poem_scheme,0,0,1,inf
point_counts,0,0,1,inf
points_set,0,0,1,inf
poland_unique,0,0,1,inf
poland_words,0,0,1,inf
polygon,0,1,1,inf
possible_a,0,0,1,inf
possible_digits,0,0,1,inf
possible_discard,0,0,1,inf
possible_interesting_indices,0,0,1,inf
possible_sums,0,0,1,inf
postfix_x,0,0,1,inf
postfix_y,0,0,1,inf
potential_earnings,0,0,1,inf
potions_from_instant,0,0,1,inf
potions_needed,0,0,1,inf
pow10,0,1,1,inf
pows,0,0,1,inf
prefix,0,15,11,inf
prefix_cat,0,0,1,inf
prefix_counts,0,1,1,inf
prefix_i,0,0,1,inf
prefix_iw,0,0,1,inf
prefix_kay,0,0,1,inf
prefix_non_neg,0,0,1,inf
prefix_p,0,0,1,inf
prefix_pw,0,0,1,inf
prefix_t1,0,0,1,inf
prefix_t2,0,0,1,inf
prefix_x,0,1,1,inf
prefix_y,0,1,1,inf
present,0,4,2,inf
presents,0,0,2,inf
president_cells,0,0,1,inf
president_color,0,0,1,inf
presses,0,0,1,inf
prev_act,0,2,1,inf
prev_blocks,0,0,1,inf
prev_blocks2,0,0,1,inf
prev_char,0,0,1,inf
prev_diff,0,0,1,inf
prev_idx,0,1,1,inf
prev_or,0,0,1,inf
prev_pos,0,3,2,inf
prev_ptr,0,0,1,inf
prev_time,0,2,2,inf
prev_v,0,0,1,inf
prev_v2,0,0,1,inf
prev_was_amplifying,0,0,1,inf
prev_x,0,1,1,inf
prev_x2,0,0,1,inf
price,0,1,2,inf
price_start,0,0,1,inf
price_str,0,1,1,inf
prime_count,0,1,1,inf
prime_factors,0,0,1,inf
prime_set,0,0,2,inf
print_ans,0,0,1,inf
print_mat,0,0,1,inf
prob_i,0,0,1,inf
prob_j,0,0,1,inf
probability,0,2,4,inf
problem,0,2,1,inf
problems,0,0,1,inf
procedures,0,1,1,inf
process,0,2,1,inf
process_event,0,0,1,inf
process_tags,0,0,1,inf
process_word,0,0,1,inf
processed,0,9,5,inf
processes,0,0,1,inf
processing,0,0,1,inf
product_a,0,0,1,inf
profit_margin,0,0,1,inf
prog_l,0,0,1,inf
prog_r,0,0,1,inf
proj,0,0,1,inf
proj_x,0,1,1,inf
proj_y,0,1,1,inf
pz,0,0,1,inf
q_response,0,0,1,inf
quadrant,0,0,1,inf
question_indices,0,0,1,inf
queues,0,0,1,inf
r0_sq,0,0,1,inf
r1_sq,0,0,2,inf
r_i,0,0,1,inf
r_idx,0,1,1,inf
r_j,0,0,1,inf
r_rev,0,0,1,inf
radewoosh_total,0,1,1,inf
radii,0,1,1,inf
rail,0,1,1,inf
rail_adj,0,1,2,inf
railway,0,1,1,inf
ram,0,1,1,inf
rc_to_excel,0,0,1,inf
read_points,0,0,1,inf
read_puzzle,0,0,1,inf
receivers,0,0,1,inf
rect_indices,0,1,1,inf
rect_points,0,0,1,inf
red_area,0,0,1,inf
refills,0,0,1,inf
reflected,0,1,1,inf
reflection_product,0,0,1,inf
rem_area,0,0,1,inf
rem_tiles,0,0,1,inf
remainder,0,13,11,inf
remainder_row_calls,0,0,1,inf
remaining_after_houses,0,0,1,inf
remaining_columns,0,0,1,inf
remaining_distance,0,0,1,inf
remaining_elements,0,0,1,inf
remaining_k,0,3,2,inf
remaining_mana,0,0,1,inf
remaining_ones,0,0,1,inf
remaining_rows,0,0,1,inf
remaining_start,0,2,1,inf
remaining_students,0,0,1,inf
remaining_time,0,0,1,inf
remove_mod1,0,0,1,inf
remove_mod2,0,0,1,inf
removed,0,7,5,inf
replaced,0,0,1,inf
replacement,0,0,1,inf
reps,0,0,2,inf
requests,0,2,1,inf
required,0,24,16,inf
required_a,0,0,1,inf
required_b,0,1,2,inf
required_bench,0,0,1,inf
required_edges,0,2,1,inf
required_list,0,0,1,inf
required_order,0,0,1,inf
required_t,0,1,1,inf
requirement,0,0,1,inf
resident,0,0,1,inf
residents_list,0,0,1,inf
resource,0,1,1,inf
resource_pattern,0,0,1,inf
result_genre,0,0,1,inf
reverse_pair,0,0,1,inf
reversed_circle,0,0,1,inf
reversed_colors,0,0,1,inf
reversed_dollars,0,0,1,inf
reversed_first,0,0,1,inf
reversed_i,0,0,1,inf
reversed_p,0,1,1,inf
reversed_row,0,0,1,inf
reversed_second,0,0,1,inf
reversed_segment,0,0,1,inf
right_len,0,0,1,inf
right_pattern,0,0,1,inf
right_r,0,0,1,inf
right_subsets,0,0,1,inf
rightmost_L,0,0,1,inf
rings,0,1,1,inf
road_adj,0,0,2,inf
rook,0,0,1,inf
rook1,0,1,1,inf
rook2,0,1,1,inf
rook_pos,0,1,1,inf
room_status,0,0,1,inf
rooms,0,1,1,inf
root1,0,0,1,inf
root2,0,0,1,inf
root_a,0,0,1,inf
root_b,0,0,1,inf
root_u,0,2,1,inf
root_v,0,2,1,inf
rotate_column,0,0,1,inf
rotate_row,0,0,1,inf
rotated,0,4,1,inf
rotated_board,0,0,1,inf
rotated_p,0,0,1,inf
row_a,0,0,1,inf
row_b,0,0,1,inf
row_cost,0,0,1,inf
row_count,0,0,1,inf
row_counts,0,2,3,inf
row_left,0,0,1,inf
row_map,0,0,1,inf
row_mins,0,0,1,inf
row_ops,0,1,1,inf
row_right,0,0,1,inf
row_sets,0,0,1,inf
row_shift,0,0,1,inf
row_shifts,0,0,1,inf
row_sums,0,2,1,inf
run_counts,0,0,1,inf
running_scores,0,0,1,inf
running_total,0,0,1,inf
ry,0,3,1,inf
s_center,0,0,1,inf
s_index,0,0,1,inf
s_left,0,0,1,inf
s_numerator,0,0,1,inf
s_p,0,0,1,inf
s_petya,0,0,1,inf
s_right,0,0,1,inf
s_v,0,0,1,inf
s_vasya,0,0,1,inf
sa_prev,0,0,1,inf
safe_cols,0,0,1,inf
safe_rows,0,0,1,inf
same,0,0,1,inf
same_days,0,1,1,inf
sb_prev,0,0,1,inf
scheme,0,0,1,inf
second_team,0,0,1,inf
seconds,0,0,1,inf
section,0,1,2,inf
seen_numbers,0,0,1,inf
seg,0,3,2,inf
seg_size,0,0,1,inf
seg_start,0,0,1,inf
segment,0,0,2,inf
selected,0,10,4,inf
sell_price,0,0,1,inf
sender,0,2,2,inf
sent,0,0,1,inf
sent_len,0,0,1,inf
sentences,0,1,1,inf
seq_d,0,0,1,inf
seq_t,0,0,1,inf
sequence,0,3,3,inf
sergei,0,1,1,inf
sergei_col,0,0,1,inf
sergei_count,0,0,1,inf
sergei_row,0,0,1,inf
server_traffic,0,0,1,inf
sharks,0,0,1,inf
shelf,0,1,1,inf
sherlock,0,0,1,inf
shift_pattern,0,0,1,inf
shifted,0,2,1,inf
shifted_d,0,0,1,inf
shifted_d_list,0,0,1,inf
shifts,0,1,2,inf
shirt_color,0,0,1,inf
short_names,0,0,1,inf
shuffled,0,0,1,inf
sieve_limit,0,0,1,inf
sign_x,0,0,1,inf
sim_end,0,0,1,inf
sim_start,0,0,1,inf
simons_turn,0,0,1,inf
simplified_den,0,0,1,inf
simplified_num,0,0,1,inf
simultaneous,0,0,1,inf
sj,0,0,1,inf
slash_pos,0,0,2,inf
smaller_counts,0,0,1,inf
smallest,0,0,1,inf
socks,0,2,1,inf
sold,0,0,2,inf
solve_intersection,0,0,1,inf
solve_rebus,0,0,1,inf
solvers,0,0,1,inf
sorted_a,0,6,2,inf
sorted_arr,0,0,1,inf
sorted_chars,0,0,1,inf
sorted_events,0,0,1,inf
sorted_h,0,0,1,inf
sorted_pair,0,0,1,inf
sorted_pairs,0,2,1,inf
sorted_part,0,1,1,inf
sorted_skills,0,1,1,inf
sorted_species,0,0,1,inf
sorted_teams,0,1,1,inf
sorted_unique,0,3,1,inf
sorted_with_indices,0,0,1,inf
space_before,0,0,1,inf
space_used,0,0,1,inf
species,0,2,1,inf
speed,0,1,1,inf
speed_idx,0,0,1,inf
speed_spell_manas,0,0,1,inf
speed_spell_speeds,0,0,1,inf
spf,0,5,2,inf
spiral,0,0,1,inf
sport_possible,0,0,1,inf
sq_free_part,0,0,1,inf
sqrt_D,0,3,1,inf
sqrt_d,0,1,1,inf
sqrt_disc,0,0,1,inf
sqrt_n,0,0,1,inf
sqrt_x,0,0,2,inf
square_indices,0,1,1,inf
square_points,0,0,1,inf
square_response,0,0,1,inf
square_side,0,0,1,inf
squared_length,0,0,1,inf
st_pos,0,0,1,inf
star_count,0,1,1,inf
star_node,0,0,1,inf
star_pos,0,1,1,inf
stars_in_rows,0,0,1,inf
start_date,0,0,2,inf
start_day,0,1,1,inf
start_length,0,0,1,inf
start_s1,0,0,1,inf
start_s2,0,0,1,inf
start_time,0,2,1,inf
start_x,0,1,1,inf
start_y,0,1,1,inf
statements,0,1,1,inf
stats,0,0,1,inf
statues,0,2,2,inf
steps_valera,0,0,1,inf
steps_vladik,0,0,1,inf
steps_x,0,1,1,inf
steps_y,0,1,1,inf
stick,0,1,1,inf
sticks,0,2,2,inf
stops,0,1,1,inf
stress,0,1,1,inf
stripe_height,0,0,1,inf
stripe_width,0,0,1,inf
stripes,0,1,1,inf
stripped,0,2,1,inf
stripped_line,0,0,1,inf
student,0,1,3,inf
students,0,3,2,inf
students_sorted,0,0,1,inf
sub,0,0,1,inf
subarrays,0,1,1,inf
subj,0,0,1,inf
subordinates,0,0,1,inf
subset,0,5,2,inf
substr,0,6,3,inf
substr1,0,0,1,inf
substr2,0,0,1,inf
substring,0,4,3,inf
subtract,0,2,1,inf
subtree_sum,0,1,1,inf
suffix_non_pos,0,0,1,inf
suffixes,0,2,1,inf
sum_a,0,5,3,inf
sum_all_ones,0,0,1,inf
sum_b,0,3,2,inf
sum_digits,0,0,3,inf
sum_dist,0,0,2,inf
sum_even,0,0,1,inf
sum_left,0,1,1,inf
sum_needed,0,0,1,inf
sum_odds,0,0,1,inf
sum_of_digits_in_base,0,0,1,inf
sum_ones,0,0,1,inf
sum_pows,0,0,1,inf
sum_right,0,1,1,inf
sum_seen,0,0,1,inf
sum_so_far,0,2,2,inf
sum_sq,0,3,1,inf
sum_t,0,1,1,inf
sum_total,0,6,1,inf
sum_u,0,0,1,inf
sum_val,0,1,1,inf
sum_w_horizontal,0,0,1,inf
sum_w_vertical,0,0,1,inf
sum_without,0,0,1,inf
sum_x,0,2,1,inf
summer_streaks,0,0,1,inf
surplus,0,1,1,inf
swap_col1,0,0,1,inf
swap_col2,0,0,1,inf
swaps,0,2,1,inf
switches,0,1,1,inf
t_b,0,0,1,inf
t_bus,0,0,1,inf
t_indices,0,0,1,inf
t_meet,0,0,1,inf
t_p,0,1,1,inf
t_upper,0,0,1,inf
t_values,0,0,1,inf
t_x1,0,0,1,inf
t_x2,0,0,1,inf
t_y1,0,0,1,inf
t_y2,0,0,1,inf
ta,0,1,1,inf
take,0,5,5,inf
take_combined,0,0,1,inf
take_ps2,0,0,1,inf
take_usb,0,0,1,inf
tank,0,1,1,inf
tap,0,1,1,inf
target1,0,0,1,inf
target2,0,0,1,inf
target_day,0,0,1,inf
target_len,0,0,1,inf
target_neighbors,0,0,1,inf
target_values,0,0,1,inf
tau,0,0,1,inf
taxi,0,1,1,inf
taxi_names,0,0,1,inf
taxis,0,0,1,inf
tb,0,1,1,inf
team1,0,4,1,inf
team2,0,4,1,inf
team_idx,0,0,1,inf
team_list,0,0,1,inf
team_sizes,0,0,1,inf
temp_grid,0,1,1,inf
temp_heap,0,0,1,inf
temp_l,0,0,1,inf
term1,0,4,2,inf
term2,0,4,3,inf
term3,0,2,1,inf
text_counts,0,0,1,inf
third_team,0,0,1,inf
threshold,0,2,1,inf
throw_index,0,0,1,inf
tiling,0,0,1,inf
time_at_max_speed,0,0,1,inf
time_diff,0,1,1,inf
time_remaining,0,0,1,inf
time_stop,0,0,1,inf
time_str,0,4,1,inf
time_to_traffic,0,0,1,inf
toRemove,0,0,1,inf
to_decimal,0,1,1,inf
to_line,0,0,1,inf
to_pos,0,0,1,inf
to_remove,0,0,1,inf
to_shop,0,0,1,inf
toasts_drink,0,0,1,inf
toasts_lime,0,0,1,inf
toasts_salt,0,0,1,inf
toffees,0,1,1,inf
top_floor,0,0,1,inf
top_left,0,0,1,inf
top_teams,0,0,1,inf
total_a,0,3,2,inf
total_amps,0,0,1,inf
total_area,0,1,1,inf
total_attendees,0,0,1,inf
total_b,0,0,1,inf
total_cells,0,0,1,inf
total_changes,0,0,1,inf
total_cut,0,0,1,inf
total_cycles,0,0,1,inf
total_days,0,0,3,inf
total_deficit,0,0,1,inf
total_diff,0,0,2,inf
total_edges,0,0,1,inf
total_first,0,0,1,inf
total_gain,0,0,1,inf
total_given,0,1,1,inf
total_k,0,0,1,inf
total_length,0,1,2,inf
total_max,0,2,1,inf
total_min,0,2,1,inf
total_minutes,0,0,1,inf
total_moves,0,1,2,inf
total_needed,0,3,1,inf
total_nike,0,0,1,inf
total_non_center,0,0,1,inf
total_pairs,0,1,1,inf
total_parity,0,0,1,inf
total_per_cycle,0,0,1,inf
total_polycarpus,0,0,1,inf
total_power,0,0,1,inf
total_remaining,0,0,1,inf
total_removed,0,0,1,inf
total_required,0,2,1,inf
total_second,0,0,1,inf
total_size,0,0,1,inf
total_stars,0,1,1,inf
total_students,0,1,1,inf
total_sum,0,6,5,inf
total_tiles,0,0,1,inf
total_time,0,4,8,inf
total_time_per_trip,0,0,1,inf
total_towers,0,1,1,inf
total_use,0,0,1,inf
total_v,0,0,1,inf
total_w,0,0,1,inf
total_ways,0,1,1,inf
total_wrong,0,0,1,inf
total_x,0,0,1,inf
total_xor,0,1,1,inf
total_zeros,0,0,1,inf
train,0,0,1,inf
train_dist,0,1,1,inf
train_end,0,0,1,inf
train_start,0,0,1,inf
trains,0,1,1,inf
transactions,0,0,1,inf
transposed,0,0,1,inf
triangular,0,1,1,inf
trie,0,0,1,inf
trimmed,0,0,1,inf
try_block,0,0,1,inf
turns,0,2,2,inf
two_size,0,0,1,inf
type1,0,2,1,inf
typeA,0,0,1,inf
typeB,0,0,1,inf
type_name,0,1,1,inf
type_q,0,1,1,inf
u_root,0,4,4,inf
unavailable,0,0,1,inf
under,0,0,1,inf
union,0,5,6,inf
unions,0,0,1,inf
unique_chars,0,4,1,inf
unique_count,0,0,1,inf
unique_d,0,0,1,inf
unique_pairs,0,0,1,inf
unique_shifted_d,0,0,1,inf
unique_sorted,0,0,1,inf
universities,0,1,1,inf
unload_time,0,0,1,inf
up,0,2,1,inf
up_last,0,0,1,inf
upper_changes,0,0,1,inf
upper_fill,0,0,1,inf
username,0,1,1,inf
username_pattern,0,0,1,inf
v_max,0,0,1,inf
v_root,0,4,4,inf
v_type,0,0,1,inf
val_right_plus_1,0,0,1,inf
val_right_plus_2,0,0,1,inf
valid_pairs,0,0,2,inf
valid_sizes,0,0,1,inf
valid_swaps,0,0,1,inf
valid_times,0,0,1,inf
valid_words,0,0,1,inf
valid_years,0,0,1,inf
value_indices,0,0,1,inf
var_name,0,1,1,inf
var_names,0,0,1,inf
var_type,0,1,1,inf
var_types,0,0,1,inf
var_values,0,0,1,inf
variables,0,1,2,inf
variance,0,1,1,inf
variant,0,0,1,inf
vasya,0,2,2,inf
vasya_max,0,0,1,inf
vec,0,0,1,inf
vectors,0,0,1,inf
vertical_span,0,0,1,inf
viola,0,0,1,inf
vouchers,0,1,1,inf
w0,0,0,1,inf
w1,0,0,1,inf
w2,0,0,1,inf
w3,0,0,1,inf
w4,0,0,1,inf
w5,0,0,1,inf
w_index,0,0,1,inf
w_max,0,1,1,inf
w_min,0,1,1,inf
w_pows,0,1,1,inf
wall,0,1,2,inf
walls,0,2,1,inf
warehouse,0,0,1,inf
waste,0,1,1,inf
white_king,0,0,1,inf
white_steps,0,0,1,inf
win,0,1,1,inf
window,0,1,2,inf
window_count,0,0,1,inf
window_size,0,0,1,inf
wolf,0,0,1,inf
wolf_pig,0,0,1,inf
word_info,0,0,1,inf
work_days,0,0,1,inf
worst_penalties,0,0,1,inf
worst_time,0,1,1,inf
worst_wrong,0,0,1,inf
wx,0,1,1,inf
wy,0,1,1,inf
x5_max,0,0,1,inf
x5_min,0,0,1,inf
x_coords,0,0,1,inf
x_counts,0,3,1,inf
x_digits,0,2,2,inf
x_group,0,0,1,inf
x_index,0,0,1,inf
x_max,0,2,2,inf
x_min,0,1,2,inf
x_pos,0,3,1,inf
x_sum,0,0,1,inf
x_test,0,0,1,inf
x_values,0,1,1,inf
x_win,0,2,1,inf
xj,0,4,1,inf
xor_group1,0,0,1,inf
xor_group2,0,0,1,inf
xz,0,0,1,inf
y_coords,0,0,1,inf
y_counts,0,3,1,inf
y_digits,0,1,1,inf
y_group,0,0,1,inf
y_idx,0,1,1,inf
y_index,0,0,1,inf
y_max,0,2,2,inf
y_min,0,1,2,inf
y_offset,0,0,1,inf
y_sum,0,0,1,inf
y_to_idx,0,0,1,inf
y_total,0,0,1,inf
