Skipped LLM_code/arxiv_dataset/2020/Q1/SynSeg-Net/torchsrc/ext/fcn.berkeleyvision.org/surgery.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2020/Q1/multi-view-pose-estimation/PXIO.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 93)
Skipped LLM_code/arxiv_dataset/2020/Q1/multi-view-pose-estimation/train4view.py: invalid syntax (<unknown>, line 53)
Skipped LLM_code/arxiv_dataset/2020/Q1/multi-view-pose-estimation/train.py: invalid syntax (<unknown>, line 106)
Skipped LLM_code/arxiv_dataset/2020/Q1/multi-view-pose-estimation/genlist4view.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 72)
Skipped LLM_code/arxiv_dataset/2020/Q1/FofrFittingFunction/Python/main.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 13)
Skipped LLM_code/arxiv_dataset/2020/Q1/FofrFittingFunction/Python/main_lin.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 13)
Skipped LLM_code/arxiv_dataset/2020/Q1/FofrFittingFunction/camb_with_fitting_formula/python/cambPlots.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 27)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/NOPOS/II_docs_large/ilists.imp/555.lzendFari.Sebas/src/a.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 8)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/NOPOS/EliasFano.OV14/partitioned_elias_fano/partitioned_elias_fano.nopos/collectResults.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 38)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/NOPOS/EliasFano.OV14/partitioned_elias_fano/partitioned_elias_fano.nopos/integer_encoding_library/.utest/gtest-1.6.0/scripts/gen_gtest_pred_impl.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 306)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/NOPOS/EliasFano.OV14/partitioned_elias_fano/partitioned_elias_fano.nopos/integer_encoding_library/.utest/gtest-1.6.0/scripts/fuse_gtest_files.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 93)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/NOPOS/EliasFano.OV14/partitioned_elias_fano/partitioned_elias_fano.nopos/integer_encoding_library/.utest/gtest-1.6.0/scripts/pump.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 249)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/NOPOS/EliasFano.OV14/partitioned_elias_fano/partitioned_elias_fano.nopos/integer_encoding_library/.utest/gtest-1.6.0/xcode/Scripts/versiongenerate.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 57)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/NOPOS/EliasFano.OV14/partitioned_elias_fano/partitioned_elias_fano.nopos/integer_encoding_library/.utest/gtest-1.6.0/test/gtest_throw_on_failure_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 73)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/NOPOS/EliasFano.OV14/partitioned_elias_fano/partitioned_elias_fano.nopos/integer_encoding_library/.utest/gtest-1.6.0/test/gtest_env_var_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 50)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/NOPOS/EliasFano.OV14/partitioned_elias_fano/partitioned_elias_fano.nopos/integer_encoding_library/.utest/gtest-1.6.0/test/gtest_uninitialized_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 49)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/NOPOS/EliasFano.OV14/partitioned_elias_fano/partitioned_elias_fano.nopos/integer_encoding_library/.utest/gtest-1.6.0/test/gtest_xml_output_unittest.py: multiple exception types must be parenthesized (<unknown>, line 166)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/NOPOS/II_docs/ilists.imp/555.lzendFari.Sebas/src/a.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 8)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/POS/EliasFano.OV14/partitioned_elias_fano/partitioned.EF.pos/collectResultsTotal.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 38)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/POS/EliasFano.OV14/partitioned_elias_fano/partitioned.EF.pos/collectResults.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 38)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/POS/EliasFano.OV14/partitioned_elias_fano/partitioned.EF.pos/integer_encoding_library/.utest/gtest-1.6.0/scripts/gen_gtest_pred_impl.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 306)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/POS/EliasFano.OV14/partitioned_elias_fano/partitioned.EF.pos/integer_encoding_library/.utest/gtest-1.6.0/scripts/fuse_gtest_files.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 93)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/POS/EliasFano.OV14/partitioned_elias_fano/partitioned.EF.pos/integer_encoding_library/.utest/gtest-1.6.0/scripts/pump.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 249)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/POS/EliasFano.OV14/partitioned_elias_fano/partitioned.EF.pos/integer_encoding_library/.utest/gtest-1.6.0/xcode/Scripts/versiongenerate.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 57)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/POS/EliasFano.OV14/partitioned_elias_fano/partitioned.EF.pos/integer_encoding_library/.utest/gtest-1.6.0/test/gtest_throw_on_failure_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 73)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/POS/EliasFano.OV14/partitioned_elias_fano/partitioned.EF.pos/integer_encoding_library/.utest/gtest-1.6.0/test/gtest_env_var_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 50)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/POS/EliasFano.OV14/partitioned_elias_fano/partitioned.EF.pos/integer_encoding_library/.utest/gtest-1.6.0/test/gtest_uninitialized_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 49)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/indexes/POS/EliasFano.OV14/partitioned_elias_fano/partitioned.EF.pos/integer_encoding_library/.utest/gtest-1.6.0/test/gtest_xml_output_unittest.py: multiple exception types must be parenthesized (<unknown>, line 166)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/self-indexes/collectResults/collectResultsWSLP.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 38)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/self-indexes/collectResults/collectResults.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 38)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/self-indexes/collectResults/collectResultsRLCSA.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 38)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/self-indexes/RLCSAM/rlcsa/utils/split_wikipedia.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 15)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/utils-py/endtime.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 27)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/utils-py/mytiming.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 99)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/utils-py/starttime.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 11)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/benchmark/report/summaryTables/utils-py/generateIInopos.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 67)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/benchmark/report/summaryTables/utils-py/generateSelfIdx.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 49)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/benchmark/report/summaryTables/utils-py/endtime.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 27)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/benchmark/report/summaryTables/utils-py/mytiming.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 99)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/benchmark/report/summaryTables/utils-py/starttime.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 11)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/benchmark/report/summaryTables/utils-py/generateEnviroment.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 48)
Skipped LLM_code/arxiv_dataset/2020/Q1/uiHRDC/uiHRDC/benchmark/report/summaryTables/utils-py/generateIIpos.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/Autoregressive-Predictive-Coding/prepare_data.py: unterminated string literal (detected at line 14) (<unknown>, line 14)
Skipped LLM_code/arxiv_dataset/2020/Q1/Scribble_Saliency/test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2020/Q1/validating_validation_supp_info/Mayr_reanalysis/data_preprocessing/make_sparse_fps.py: invalid syntax (<unknown>, line 25)
Skipped LLM_code/arxiv_dataset/2020/Q1/adv_framing/deps/resnets_3d/validation.py: invalid syntax (<unknown>, line 24)
Skipped LLM_code/arxiv_dataset/2020/Q1/adv_framing/deps/resnets_3d/train.py: invalid syntax (<unknown>, line 26)
Skipped LLM_code/arxiv_dataset/2020/Q1/adv_framing/deps/resnets_3d/utils/eval_kinetics.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 47)
Skipped LLM_code/arxiv_dataset/2020/Q1/adv_framing/deps/resnets_3d/utils/eval_hmdb51.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 25)
Skipped LLM_code/arxiv_dataset/2020/Q1/ChempyMulti/Chempy/input/yields/NuGrid/read_yields.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 70)
Skipped LLM_code/arxiv_dataset/2020/Q1/S2M2_fewshot/attack_strength.py: invalid syntax (<unknown>, line 2)
Skipped LLM_code/arxiv_dataset/2020/Q1/OFB-VR/flownet2-pytorch/main.py: invalid syntax (<unknown>, line 264)
Skipped LLM_code/arxiv_dataset/2020/Q1/ByzantineMomentum/experiments/models/wide_resnet.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/ego_action_recognition/utils/confusion_matrix.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 31)
Skipped LLM_code/arxiv_dataset/2020/Q1/ego_action_recognition/utils/extract_rgb_cnn_features.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 194)
Skipped LLM_code/arxiv_dataset/2020/Q1/ego_action_recognition/utils/.ipynb_checkpoints/extract_rgb_cnn_features-checkpoint.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 194)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/build_phot_db.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 373)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/build_spectral_table.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 280)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/add_swift_uv_data.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 24)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/telluric_deweighting.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 11)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/build_event_table.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 1038)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/spectral_analysis.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 190)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/find_csp_tmax.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 6)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/db_maintenance.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 15)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/sky_spectrum.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 11)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/datafidelity.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 183)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/test_dered.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/add_new_columns.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 37)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/find_file.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 34)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/query_db.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 195)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/composite.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 136)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/prep.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 433)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/gen_latex_tables.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 43)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/kaepora.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 116)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/kaepora_plot.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 270)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/add_ryan_hst_data.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 44)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/find_event_data.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/flux_calibration.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 133)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/checkUI.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 111)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/composite_conflicts.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 46)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/newdb.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 397)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/createdb.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 31)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/lc_fitting_relationships.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 24)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/osc_db.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 87)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/galrun.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 66)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/test_find_spec_phot_data.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 14)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/magnitudes.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 89)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/ex_light_curve_plotter.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/deweight_bad_data.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 6)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/preptest.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 95)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/Plotting.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 51)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/take_notes.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 32)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/plot_files.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 11)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/generate_subsample.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 20)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/bootstrap.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 30)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/interp_ivar_plots.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 438)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/add_maguire_data.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 35)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/test_query.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 34)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/test_LC_routines.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/debug_failed_spectra.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 160)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/cross_correlate.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 40)
Skipped LLM_code/arxiv_dataset/2020/Q1/kaepora/src/old_code/check.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 105)
Skipped LLM_code/arxiv_dataset/2020/Q1/LC-CFRBM/for_other.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 45)
Skipped LLM_code/arxiv_dataset/2020/Q1/LC-CFRBM/decode_json.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 32)
Skipped LLM_code/arxiv_dataset/2020/Q1/LC-CFRBM/cross_validation.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 20)
Skipped LLM_code/arxiv_dataset/2020/Q1/LC-CFRBM/cfrbm/nosparse_user_based.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 197)
Skipped LLM_code/arxiv_dataset/2020/Q1/LC-CFRBM/cfrbm/nosparse_info_user_based.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 269)
Skipped LLM_code/arxiv_dataset/2020/Q1/LC-CFRBM/cfrbm/sparse_user_based.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 168)
Skipped LLM_code/arxiv_dataset/2020/Q1/LC-CFRBM/cfrbm/nosparse_item_based.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 177)
Skipped LLM_code/arxiv_dataset/2020/Q1/LC-CFRBM/cfrbm/nosparse_genre_item_based.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 210)
Skipped LLM_code/arxiv_dataset/2020/Q1/LC-CFRBM/cfrbm/nosparse_genre_user_based.py: invalid syntax. Perhaps you forgot a comma? (<unknown>, line 323)
Skipped LLM_code/arxiv_dataset/2020/Q1/collaborative-distillation/PytorchWCT/utils.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/collaborative-distillation/tools/convert_caffemodel_to_pth/utils.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/collaborative-distillation/tools/convert_caffemodel_to_pth/normalise_vgg/data_loader.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/collaborative-distillation/tools/convert_caffemodel_to_pth/normalise_vgg/utils.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/collaborative-distillation/tools/convert_caffemodel_to_pth/normalise_vgg/model.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/otslm/+otslm/+iter/bowman2017py/SLM_1.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 879)
Skipped LLM_code/arxiv_dataset/2020/Q1/Drop-Activation/cifar.py: invalid syntax (<unknown>, line 248)
Skipped LLM_code/arxiv_dataset/2020/Q1/LinearFold/old/gflags.py: cannot assign to False (<unknown>, line 321)
Skipped LLM_code/arxiv_dataset/2020/Q1/LinearFold/src/scripts/gen_latex_script.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 29)
Skipped LLM_code/arxiv_dataset/2020/Q1/AGNet/code/test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 130)
Skipped LLM_code/arxiv_dataset/2020/Q1/CullNet/cullnet_train.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 297)
Skipped LLM_code/arxiv_dataset/2020/Q1/CullNet/yolo6d_v3_train.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 195)
Skipped LLM_code/arxiv_dataset/2020/Q1/CullNet/utils/rotation_transformations.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 7)
Skipped LLM_code/arxiv_dataset/2020/Q1/CullNet/utils/find_diameters.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 30)
Skipped LLM_code/arxiv_dataset/2020/Q1/CullNet/utils/preprocess_fns.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 160)
Skipped LLM_code/arxiv_dataset/2020/Q1/CullNet/utils/yolo6d.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 181)
Skipped LLM_code/arxiv_dataset/2020/Q1/EdgeFool/Train/train_base.py: invalid decimal literal (<unknown>, line 34)
Skipped LLM_code/arxiv_dataset/2020/Q1/EdgeFool/Smoothing/L0_serial.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 76)
Skipped LLM_code/arxiv_dataset/2020/Q1/BornMachineTomo/PostProcessCost/ppc.py: expected an indented block after 'for' statement on line 7 (<unknown>, line 8)
Skipped LLM_code/arxiv_dataset/2020/Q1/LipGAN/train_unet.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 116)
Skipped LLM_code/arxiv_dataset/2020/Q1/TextField/python/caffe/coord_map.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 79)
Skipped LLM_code/arxiv_dataset/2020/Q1/TextField/src/caffe/test/test_data/generate_sample_data.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 31)
Skipped LLM_code/arxiv_dataset/2020/Q1/TextField/examples/TextField/train.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 29)
Skipped LLM_code/arxiv_dataset/2020/Q1/TextField/examples/TextField/evaluation/ic15/seg2bbox.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 48)
Skipped LLM_code/arxiv_dataset/2020/Q1/TextField/examples/TextField/evaluation/ic15/rrc_evaluation_funcs.py: multiple exception types must be parenthesized (<unknown>, line 307)
Skipped LLM_code/arxiv_dataset/2020/Q1/TextField/examples/TextField/evaluation/total/seg2bbox.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 48)
Skipped LLM_code/arxiv_dataset/2020/Q1/TextField/examples/TextField/evaluation/total/Deteval.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 326)
Skipped LLM_code/arxiv_dataset/2020/Q1/TextField/tools/extra/resize_and_crop_images.py: multiple exception types must be parenthesized (<unknown>, line 98)
Skipped LLM_code/arxiv_dataset/2020/Q1/TextField/tools/extra/summarize.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/TextField/tools/extra/parse_log.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 175)
Skipped LLM_code/arxiv_dataset/2020/Q1/VirtualPooling/models/vgg16/compress_vgg16.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2020/Q1/VirtualPooling/models/vgg16/parse_results.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 23)
Skipped LLM_code/arxiv_dataset/2020/Q1/VirtualPooling/models/resnet/parse_results.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 67)
Skipped LLM_code/arxiv_dataset/2020/Q1/VirtualPooling/models/resnet/modify_net.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 44)
Skipped LLM_code/arxiv_dataset/2020/Q1/VirtualPooling/src/caffe/test/test_data/generate_sample_data.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 31)
Skipped LLM_code/arxiv_dataset/2020/Q1/VirtualPooling/examples/pycaffe/layers/pascal_multilabel_datalayers.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 103)
Skipped LLM_code/arxiv_dataset/2020/Q1/VirtualPooling/tools/extra/resize_and_crop_images.py: multiple exception types must be parenthesized (<unknown>, line 98)
Skipped LLM_code/arxiv_dataset/2020/Q1/VirtualPooling/tools/extra/summarize.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/VirtualPooling/tools/extra/parse_log.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 175)
Skipped LLM_code/arxiv_dataset/2020/Q1/CLRIQA/src/mine_layer/pt_losslayer_live.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 9)
